county week total.cases
GrantCounty 2020-12-27 280
GraysHarborCounty 2020-12-27 136
IslandCounty 2020-12-27 74
JeffersonCounty 2020-12-27 18
KingCounty 2020-12-27 3857
KitsapCounty 2020-12-27 288
KittitasCounty 2020-12-27 101
KlickitatCounty 2020-12-27 30
LewisCounty 2020-12-27 220
LincolnCounty 2020-12-27 22
MasonCounty 2020-12-27 141
OkanoganCounty 2020-12-27 71
PacificCounty 2020-12-27 25
PendOreilleCounty 2020-12-27 40
PierceCounty 2020-12-27 2156
SanJuanCounty 2020-12-27 5
SkagitCounty 2020-12-27 220
SkamaniaCounty 2020-12-27 17
SnohomishCounty 2020-12-27 1741
SpokaneCounty 2020-12-27 1647
StevensCounty 2020-12-27 48
ThurstonCounty 2020-12-27 397
WahkiakumCounty 2020-12-27 3
WallaWallaCounty 2020-12-27 240
WhatcomCounty 2020-12-27 370
WhitmanCounty 2020-12-27 86
YakimaCounty 2020-12-27 1450
AdamsCounty 2021-01-03 42
AsotinCounty 2021-01-03 48
BentonCounty 2021-01-03 841
ChelanCounty 2021-01-03 231
ClallamCounty 2021-01-03 58
ClarkCounty 2021-01-03 1211
ColumbiaCounty 2021-01-03 10
CowlitzCounty 2021-01-03 287
DouglasCounty 2021-01-03 130
FerryCounty 2021-01-03 11
FranklinCounty 2021-01-03 424
GarfieldCounty 2021-01-03 3
GrantCounty 2021-01-03 337
GraysHarborCounty 2021-01-03 190
IslandCounty 2021-01-03 83
JeffersonCounty 2021-01-03 22
KingCounty 2021-01-03 4367
KitsapCounty 2021-01-03 391
KittitasCounty 2021-01-03 98
KlickitatCounty 2021-01-03 36
LewisCounty 2021-01-03 231
LincolnCounty 2021-01-03 15
MasonCounty 2021-01-03 211
OkanoganCounty 2021-01-03 80
PacificCounty 2021-01-03 26
PendOreilleCounty 2021-01-03 26
PierceCounty 2021-01-03 2440
SanJuanCounty 2021-01-03 7
SkagitCounty 2021-01-03 219
SkamaniaCounty 2021-01-03 13
SnohomishCounty 2021-01-03 1795
SpokaneCounty 2021-01-03 2328
StevensCounty 2021-01-03 106
ThurstonCounty 2021-01-03 468
WahkiakumCounty 2021-01-03 7
WallaWallaCounty 2021-01-03 266
WhatcomCounty 2021-01-03 633
WhitmanCounty 2021-01-03 105
YakimaCounty 2021-01-03 1492
AdamsCounty 2021-01-10 25
AsotinCounty 2021-01-10 18
BentonCounty 2021-01-10 559
ChelanCounty 2021-01-10 176
ClallamCounty 2021-01-10 40
ClarkCounty 2021-01-10 853
ColumbiaCounty 2021-01-10 2
CowlitzCounty 2021-01-10 285
DouglasCounty 2021-01-10 76
FerryCounty 2021-01-10 1
FranklinCounty 2021-01-10 286
GarfieldCounty 2021-01-10 3
GrantCounty 2021-01-10 293
GraysHarborCounty 2021-01-10 112
IslandCounty 2021-01-10 42
JeffersonCounty 2021-01-10 18
KingCounty 2021-01-10 2930
KitsapCounty 2021-01-10 249
KittitasCounty 2021-01-10 59
KlickitatCounty 2021-01-10 26
LewisCounty 2021-01-10 225
LincolnCounty 2021-01-10 11
MasonCounty 2021-01-10 95
OkanoganCounty 2021-01-10 70
PacificCounty 2021-01-10 21
PendOreilleCounty 2021-01-10 22
PierceCounty 2021-01-10 1661
SanJuanCounty 2021-01-10 4
SkagitCounty 2021-01-10 182
SkamaniaCounty 2021-01-10 16
SnohomishCounty 2021-01-10 1120
SpokaneCounty 2021-01-10 1572
StevensCounty 2021-01-10 54
ThurstonCounty 2021-01-10 362
WahkiakumCounty 2021-01-10 6
WallaWallaCounty 2021-01-10 178
WhatcomCounty 2021-01-10 552
WhitmanCounty 2021-01-10 82
YakimaCounty 2021-01-10 955
AdamsCounty 2021-01-17 31
AsotinCounty 2021-01-17 21
BentonCounty 2021-01-17 457
ChelanCounty 2021-01-17 143
ClallamCounty 2021-01-17 38
ClarkCounty 2021-01-17 715
ColumbiaCounty 2021-01-17 3
CowlitzCounty 2021-01-17 245
DouglasCounty 2021-01-17 60
FerryCounty 2021-01-17 3
FranklinCounty 2021-01-17 251
GarfieldCounty 2021-01-17 1
GrantCounty 2021-01-17 231
GraysHarborCounty 2021-01-17 127
IslandCounty 2021-01-17 58
JeffersonCounty 2021-01-17 7
KingCounty 2021-01-17 2383
KitsapCounty 2021-01-17 230
KittitasCounty 2021-01-17 51
KlickitatCounty 2021-01-17 22
LewisCounty 2021-01-17 160
LincolnCounty 2021-01-17 10
MasonCounty 2021-01-17 68
OkanoganCounty 2021-01-17 51
PacificCounty 2021-01-17 21
PendOreilleCounty 2021-01-17 20
PierceCounty 2021-01-17 1262
SanJuanCounty 2021-01-17 3
SkagitCounty 2021-01-17 175
SkamaniaCounty 2021-01-17 6
SnohomishCounty 2021-01-17 769
SpokaneCounty 2021-01-17 1112
StevensCounty 2021-01-17 55
ThurstonCounty 2021-01-17 326
WahkiakumCounty 2021-01-17 2
WallaWallaCounty 2021-01-17 107
WhatcomCounty 2021-01-17 365
WhitmanCounty 2021-01-17 76
YakimaCounty 2021-01-17 704
AdamsCounty 2021-01-24 43
AsotinCounty 2021-01-24 17
BentonCounty 2021-01-24 365
ChelanCounty 2021-01-24 113
ClallamCounty 2021-01-24 32
ClarkCounty 2021-01-24 647
ColumbiaCounty 2021-01-24 2
CowlitzCounty 2021-01-24 233
DouglasCounty 2021-01-24 45
FerryCounty 2021-01-24 2
FranklinCounty 2021-01-24 201
GarfieldCounty 2021-01-24 1
GrantCounty 2021-01-24 169
GraysHarborCounty 2021-01-24 111
IslandCounty 2021-01-24 37
JeffersonCounty 2021-01-24 26
KingCounty 2021-01-24 1867
KitsapCounty 2021-01-24 160
KittitasCounty 2021-01-24 30
KlickitatCounty 2021-01-24 13
LewisCounty 2021-01-24 162
LincolnCounty 2021-01-24 9
MasonCounty 2021-01-24 52
OkanoganCounty 2021-01-24 20
PacificCounty 2021-01-24 22
PendOreilleCounty 2021-01-24 16
PierceCounty 2021-01-24 894
SanJuanCounty 2021-01-24 6
SkagitCounty 2021-01-24 145
SkamaniaCounty 2021-01-24 7
SnohomishCounty 2021-01-24 736
SpokaneCounty 2021-01-24 912
StevensCounty 2021-01-24 59
ThurstonCounty 2021-01-24 232
WahkiakumCounty 2021-01-24 7
WallaWallaCounty 2021-01-24 109
WhatcomCounty 2021-01-24 387
WhitmanCounty 2021-01-24 59
YakimaCounty 2021-01-24 705
AdamsCounty 2020-03-08 0
AsotinCounty 2020-03-08 0
BentonCounty 2020-03-08 3
ChelanCounty 2020-03-08 2
ClallamCounty 2020-03-08 1
ClarkCounty 2020-03-08 6
ColumbiaCounty 2020-03-08 1
CowlitzCounty 2020-03-08 2
DouglasCounty 2020-03-08 0
FerryCounty 2020-03-08 0
FranklinCounty 2020-03-08 2
GarfieldCounty 2020-03-08 0
GrantCounty 2020-03-08 11
GraysHarborCounty 2020-03-08 1
IslandCounty 2020-03-08 18
JeffersonCounty 2020-03-08 6
KingCounty 2020-03-08 506
KitsapCounty 2020-03-08 10
KittitasCounty 2020-03-08 2
KlickitatCounty 2020-03-08 2
LewisCounty 2020-03-08 1
LincolnCounty 2020-03-08 1
MasonCounty 2020-03-08 0
OkanoganCounty 2020-03-08 0
PacificCounty 2020-03-08 0
PendOreilleCounty 2020-03-08 0
PierceCounty 2020-03-08 48
SanJuanCounty 2020-03-08 0
SkagitCounty 2020-03-08 13
SkamaniaCounty 2020-03-08 0
SnohomishCounty 2020-03-08 245
SpokaneCounty 2020-03-08 10
StevensCounty 2020-03-08 1
ThurstonCounty 2020-03-08 6
WahkiakumCounty 2020-03-08 0
WallaWallaCounty 2020-03-08 0
WhatcomCounty 2020-03-08 9
WhitmanCounty 2020-03-08 0
YakimaCounty 2020-03-08 8
AdamsCounty 2021-01-31 0
AsotinCounty 2021-01-31 0
BentonCounty 2021-01-31 29
ChelanCounty 2021-01-31 12
ClallamCounty 2021-01-31 1
ClarkCounty 2021-01-31 43
ColumbiaCounty 2021-01-31 1
CowlitzCounty 2021-01-31 3
DouglasCounty 2021-01-31 3
FerryCounty 2021-01-31 0
FranklinCounty 2021-01-31 15
GarfieldCounty 2021-01-31 0
GrantCounty 2021-01-31 5
GraysHarborCounty 2021-01-31 0
IslandCounty 2021-01-31 1
JeffersonCounty 2021-01-31 0
KingCounty 2021-01-31 68
KitsapCounty 2021-01-31 9
KittitasCounty 2021-01-31 0
KlickitatCounty 2021-01-31 1
LewisCounty 2021-01-31 6
LincolnCounty 2021-01-31 0
MasonCounty 2021-01-31 2
OkanoganCounty 2021-01-31 2
PacificCounty 2021-01-31 0
PendOreilleCounty 2021-01-31 0
PierceCounty 2021-01-31 42
SanJuanCounty 2021-01-31 0
SkagitCounty 2021-01-31 5
SkamaniaCounty 2021-01-31 0
SnohomishCounty 2021-01-31 55
SpokaneCounty 2021-01-31 49
StevensCounty 2021-01-31 1
ThurstonCounty 2021-01-31 4
WahkiakumCounty 2021-01-31 0
WallaWallaCounty 2021-01-31 9
WhatcomCounty 2021-01-31 12
WhitmanCounty 2021-01-31 0
YakimaCounty 2021-01-31 61
AdamsCounty 2020-01-26 0
AsotinCounty 2020-01-26 0
BentonCounty 2020-01-26 0
ChelanCounty 2020-01-26 0
ClallamCounty 2020-01-26 0
ClarkCounty 2020-01-26 1
ColumbiaCounty 2020-01-26 0
CowlitzCounty 2020-01-26 0
DouglasCounty 2020-01-26 1
FerryCounty 2020-01-26 0
FranklinCounty 2020-01-26 0
GarfieldCounty 2020-01-26 0
GrantCounty 2020-01-26 0
GraysHarborCounty 2020-01-26 0
IslandCounty 2020-01-26 0
JeffersonCounty 2020-01-26 0
KingCounty 2020-01-26 0
KitsapCounty 2020-01-26 0
KittitasCounty 2020-01-26 0
KlickitatCounty 2020-01-26 0
LewisCounty 2020-01-26 0
LincolnCounty 2020-01-26 0
MasonCounty 2020-01-26 0
OkanoganCounty 2020-01-26 0
PacificCounty 2020-01-26 0
PendOreilleCounty 2020-01-26 0
PierceCounty 2020-01-26 0
SanJuanCounty 2020-01-26 0
SkagitCounty 2020-01-26 0
SkamaniaCounty 2020-01-26 0
SnohomishCounty 2020-01-26 1
SpokaneCounty 2020-01-26 0
StevensCounty 2020-01-26 0
ThurstonCounty 2020-01-26 0
WahkiakumCounty 2020-01-26 0
WallaWallaCounty 2020-01-26 0
WhatcomCounty 2020-01-26 0
WhitmanCounty 2020-01-26 0
YakimaCounty 2020-01-26 0
AdamsCounty 2020-02-02 0
AsotinCounty 2020-02-02 0
BentonCounty 2020-02-02 0
ChelanCounty 2020-02-02 0
ClallamCounty 2020-02-02 0
ClarkCounty 2020-02-02 1
ColumbiaCounty 2020-02-02 0
CowlitzCounty 2020-02-02 0
DouglasCounty 2020-02-02 0
FerryCounty 2020-02-02 0
FranklinCounty 2020-02-02 0
GarfieldCounty 2020-02-02 0
GrantCounty 2020-02-02 0
GraysHarborCounty 2020-02-02 0
IslandCounty 2020-02-02 0
JeffersonCounty 2020-02-02 0
KingCounty 2020-02-02 0
KitsapCounty 2020-02-02 0
KittitasCounty 2020-02-02 0
KlickitatCounty 2020-02-02 0
LewisCounty 2020-02-02 0
LincolnCounty 2020-02-02 0
MasonCounty 2020-02-02 0
OkanoganCounty 2020-02-02 0
PacificCounty 2020-02-02 0
PendOreilleCounty 2020-02-02 0
PierceCounty 2020-02-02 0
SanJuanCounty 2020-02-02 0
SkagitCounty 2020-02-02 0
SkamaniaCounty 2020-02-02 0
SnohomishCounty 2020-02-02 0
SpokaneCounty 2020-02-02 0
StevensCounty 2020-02-02 0
ThurstonCounty 2020-02-02 0
WahkiakumCounty 2020-02-02 0
WallaWallaCounty 2020-02-02 0
WhatcomCounty 2020-02-02 0
WhitmanCounty 2020-02-02 0
YakimaCounty 2020-02-02 0
AdamsCounty 2020-03-01 0
AsotinCounty 2020-03-01 0
BentonCounty 2020-03-01 0
ChelanCounty 2020-03-01 0
ClallamCounty 2020-03-01 0
ClarkCounty 2020-03-01 1
ColumbiaCounty 2020-03-01 0
CowlitzCounty 2020-03-01 0
DouglasCounty 2020-03-01 0
FerryCounty 2020-03-01 0
FranklinCounty 2020-03-01 0
GarfieldCounty 2020-03-01 0
GrantCounty 2020-03-01 1
GraysHarborCounty 2020-03-01 0
IslandCounty 2020-03-01 0
JeffersonCounty 2020-03-01 1
KingCounty 2020-03-01 156
KitsapCounty 2020-03-01 1
KittitasCounty 2020-03-01 2
KlickitatCounty 2020-03-01 0
LewisCounty 2020-03-01 0
LincolnCounty 2020-03-01 0
MasonCounty 2020-03-01 0
OkanoganCounty 2020-03-01 0
PacificCounty 2020-03-01 0
PendOreilleCounty 2020-03-01 0
PierceCounty 2020-03-01 14
SanJuanCounty 2020-03-01 0
SkagitCounty 2020-03-01 1
SkamaniaCounty 2020-03-01 0
SnohomishCounty 2020-03-01 61
SpokaneCounty 2020-03-01 0
StevensCounty 2020-03-01 0
ThurstonCounty 2020-03-01 0
WahkiakumCounty 2020-03-01 0
WallaWallaCounty 2020-03-01 0
WhatcomCounty 2020-03-01 1
WhitmanCounty 2020-03-01 0
YakimaCounty 2020-03-01 0
AdamsCounty 2020-02-16 0
AsotinCounty 2020-02-16 0
BentonCounty 2020-02-16 0
ChelanCounty 2020-02-16 0
ClallamCounty 2020-02-16 0
ClarkCounty 2020-02-16 0
ColumbiaCounty 2020-02-16 0
CowlitzCounty 2020-02-16 0
DouglasCounty 2020-02-16 0
FerryCounty 2020-02-16 0
FranklinCounty 2020-02-16 0
GarfieldCounty 2020-02-16 0
GrantCounty 2020-02-16 0
GraysHarborCounty 2020-02-16 0
IslandCounty 2020-02-16 0
JeffersonCounty 2020-02-16 0
KingCounty 2020-02-16 2
KitsapCounty 2020-02-16 0
KittitasCounty 2020-02-16 0
KlickitatCounty 2020-02-16 0
LewisCounty 2020-02-16 0
LincolnCounty 2020-02-16 0
MasonCounty 2020-02-16 0
OkanoganCounty 2020-02-16 0
PacificCounty 2020-02-16 0
PendOreilleCounty 2020-02-16 0
PierceCounty 2020-02-16 0
SanJuanCounty 2020-02-16 0
SkagitCounty 2020-02-16 0
SkamaniaCounty 2020-02-16 0
SnohomishCounty 2020-02-16 0
SpokaneCounty 2020-02-16 0
StevensCounty 2020-02-16 0
ThurstonCounty 2020-02-16 0
WahkiakumCounty 2020-02-16 0
WallaWallaCounty 2020-02-16 0
WhatcomCounty 2020-02-16 0
WhitmanCounty 2020-02-16 0
YakimaCounty 2020-02-16 0
AdamsCounty 2020-02-23 0
AsotinCounty 2020-02-23 0
BentonCounty 2020-02-23 0
ChelanCounty 2020-02-23 0
ClallamCounty 2020-02-23 0
ClarkCounty 2020-02-23 0
ColumbiaCounty 2020-02-23 0
CowlitzCounty 2020-02-23 0
DouglasCounty 2020-02-23 0
FerryCounty 2020-02-23 0
FranklinCounty 2020-02-23 0
GarfieldCounty 2020-02-23 0
GrantCounty 2020-02-23 0
GraysHarborCounty 2020-02-23 0
IslandCounty 2020-02-23 0
JeffersonCounty 2020-02-23 0
KingCounty 2020-02-23 30
KitsapCounty 2020-02-23 0
KittitasCounty 2020-02-23 0
KlickitatCounty 2020-02-23 0
LewisCounty 2020-02-23 0
LincolnCounty 2020-02-23 0
MasonCounty 2020-02-23 0
OkanoganCounty 2020-02-23 0
PacificCounty 2020-02-23 0
PendOreilleCounty 2020-02-23 0
PierceCounty 2020-02-23 2
SanJuanCounty 2020-02-23 0
SkagitCounty 2020-02-23 0
SkamaniaCounty 2020-02-23 0
SnohomishCounty 2020-02-23 3
SpokaneCounty 2020-02-23 0
StevensCounty 2020-02-23 0
ThurstonCounty 2020-02-23 0
WahkiakumCounty 2020-02-23 0
WallaWallaCounty 2020-02-23 0
WhatcomCounty 2020-02-23 0
WhitmanCounty 2020-02-23 0
YakimaCounty 2020-02-23 0
AdamsCounty 2020-01-19 0
AsotinCounty 2020-01-19 0
BentonCounty 2020-01-19 0
ChelanCounty 2020-01-19 0
ClallamCounty 2020-01-19 0
ClarkCounty 2020-01-19 0
ColumbiaCounty 2020-01-19 0
CowlitzCounty 2020-01-19 0
DouglasCounty 2020-01-19 0
FerryCounty 2020-01-19 0
FranklinCounty 2020-01-19 0
GarfieldCounty 2020-01-19 0
GrantCounty 2020-01-19 0
GraysHarborCounty 2020-01-19 0
IslandCounty 2020-01-19 0
JeffersonCounty 2020-01-19 0
KingCounty 2020-01-19 0
KitsapCounty 2020-01-19 0
KittitasCounty 2020-01-19 0
KlickitatCounty 2020-01-19 0
LewisCounty 2020-01-19 0
LincolnCounty 2020-01-19 0
MasonCounty 2020-01-19 0
OkanoganCounty 2020-01-19 0
PacificCounty 2020-01-19 0
PendOreilleCounty 2020-01-19 0
PierceCounty 2020-01-19 0
SanJuanCounty 2020-01-19 0
SkagitCounty 2020-01-19 0
SkamaniaCounty 2020-01-19 0
SnohomishCounty 2020-01-19 1
SpokaneCounty 2020-01-19 2
StevensCounty 2020-01-19 0
ThurstonCounty 2020-01-19 1
WahkiakumCounty 2020-01-19 0
WallaWallaCounty 2020-01-19 0
WhatcomCounty 2020-01-19 0
WhitmanCounty 2020-01-19 0
YakimaCounty 2020-01-19 0
AdamsCounty 2020-02-09 0
AsotinCounty 2020-02-09 0
BentonCounty 2020-02-09 0
ChelanCounty 2020-02-09 0
ClallamCounty 2020-02-09 0
ClarkCounty 2020-02-09 0
ColumbiaCounty 2020-02-09 0
CowlitzCounty 2020-02-09 0
DouglasCounty 2020-02-09 0
FerryCounty 2020-02-09 0
FranklinCounty 2020-02-09 0
GarfieldCounty 2020-02-09 0
GrantCounty 2020-02-09 0
GraysHarborCounty 2020-02-09 0
IslandCounty 2020-02-09 0
JeffersonCounty 2020-02-09 0
KingCounty 2020-02-09 0
KitsapCounty 2020-02-09 0
KittitasCounty 2020-02-09 0
KlickitatCounty 2020-02-09 0
LewisCounty 2020-02-09 0
LincolnCounty 2020-02-09 0
MasonCounty 2020-02-09 0
OkanoganCounty 2020-02-09 0
PacificCounty 2020-02-09 0
PendOreilleCounty 2020-02-09 0
PierceCounty 2020-02-09 0
SanJuanCounty 2020-02-09 0
SkagitCounty 2020-02-09 0
SkamaniaCounty 2020-02-09 0
SnohomishCounty 2020-02-09 0
SpokaneCounty 2020-02-09 1
StevensCounty 2020-02-09 0
ThurstonCounty 2020-02-09 0
WahkiakumCounty 2020-02-09 0
WallaWallaCounty 2020-02-09 0
WhatcomCounty 2020-02-09 0
WhitmanCounty 2020-02-09 0
YakimaCounty 2020-02-09 0
