	GMRF Skyride: washington_sub_600_150M_comb.log			
Time	Mean	Median	Upper	Lower
2020.5327766559797	2.902606692457548	2.6686214779706567	5.806717727507277	1.317926060276902
2020.5265312427157	2.8138330347478178	2.5986433888404084	5.533908779409118	1.3204187773453033
2020.5202858294517	2.7005530095740724	2.5125303854114858	5.226008365535329	1.2842222446551759
2020.5140404161878	2.541690850653665	2.37361744792281	4.797275222684339	1.2242211152534475
2020.5077950029238	2.3188813559891397	2.1686469441813014	4.414512112916508	1.1247829756351442
2020.5015495896598	2.0784200334035345	1.944220726165482	3.9334038115735668	1.0201445686600064
2020.4953041763958	1.8657324547306717	1.7556634573324719	3.472513213287604	0.9271064154781732
2020.4890587631319	1.6752216914358833	1.5792148406532662	3.1245053728963366	0.8285621020676821
2020.482813349868	1.5163629495486486	1.4303536072875747	2.7903668458640274	0.736017848175354
2020.476567936604	1.4004135811839065	1.3240978155780643	2.600795474441139	0.671570376445332
2020.47032252334	1.3485071912300337	1.2811760417489917	2.4592374406732596	0.6599249678201216
2020.464077110076	1.3259250706507542	1.25526852516418	2.3368967405743883	0.6814371382918545
2020.457831696812	1.3092124712422843	1.2519188828584438	2.251814776089814	0.7020611851809881
2020.451586283548	1.3543059480202584	1.297662499264948	2.300668737435912	0.7414519315347045
2020.445340870284	1.4234284719808084	1.3639044321060223	2.411494167238701	0.7874471345914894
2020.4390954570201	1.573949001973097	1.5046616202581962	2.700578989659657	0.8682656120218432
2020.4328500437562	1.7927143747247463	1.712048132118006	3.0512414707915725	1.0193036450658777
2020.4266046304922	2.019334063850595	1.9261762579367132	3.355461763664163	1.165891965190252
2020.4203592172282	2.202062580482517	2.099232224796537	3.7512404163670205	1.2694574632375761
2020.4141138039643	2.3062538562835004	2.1944987647275918	3.959189720886396	1.3141839731167315
2020.4078683907003	2.325603441124565	2.2251558265492744	3.9348585012493196	1.313019064617642
2020.4016229774363	2.2925651089583576	2.205572730982709	3.821609517037177	1.2992170242196832
2020.3953775641723	2.221836521550484	2.1303767371837212	3.684698468768568	1.2858776487782284
2020.3891321509084	2.1526954891161654	2.0617911973103897	3.539474406735882	1.2265334391970364
2020.3828867376444	2.1904050678586566	2.0922714405265657	3.6310043364356774	1.247227753399393
2020.3766413243804	2.3122087856785067	2.2122494263761014	3.8893231554320304	1.3314990338776282
2020.3703959111165	2.2823061569177105	2.185692770220054	3.837895258895019	1.3081184568636812
2020.3641504978525	2.1564384752577634	2.0464296501804435	3.651652999265682	1.227211825230578
2020.3579050845885	2.0504891929526488	1.9648237422798915	3.4532769794984133	1.1626267737078937
2020.3516596713246	1.9433495269019114	1.8600988645938572	3.262268604684609	1.1078777034183538
2020.3454142580606	1.8553641399963137	1.7854539961086662	3.096551298422381	1.0581252535608057
2020.3391688447966	1.79515439064273	1.7276633490916962	2.9303444266920455	1.0362978542806895
2020.3329234315327	1.7461077889648244	1.676371137673132	2.875766852684578	1.001509805676889
2020.3266780182687	1.7178891494251718	1.6430615782759443	2.8703064516522048	0.9759269316837427
2020.3204326050047	1.6800175946571145	1.606249593350554	2.8040013734019182	0.9562866601031554
2020.3141871917408	1.5180213042759634	1.4485056371885836	2.5814291219605705	0.860816084526616
2020.3079417784768	1.3525716232365337	1.2927210660701336	2.302693966154948	0.7495628543112255
2020.3016963652128	1.2118065254893022	1.1547001081863895	2.0597805945666003	0.6806193270124933
2020.2954509519489	1.0808360145109044	1.0308261115579451	1.844711803917197	0.5934808132321862
2020.2892055386849	0.9828956250611148	0.9459189751999117	1.6360713908484823	0.5418871842350893
2020.282960125421	0.887494530005975	0.8506104608350522	1.4955293651894712	0.49385521548249134
2020.276714712157	0.7970537861295103	0.7664343375291015	1.3333999913987267	0.44219632549887533
2020.270469298893	0.7233345892365111	0.6932314709066523	1.2178023191040612	0.39854000416123947
2020.264223885629	0.6826562310429949	0.6575933087501249	1.1367563383090604	0.38587874453128523
2020.257978472365	0.6396836660511466	0.6151281143725214	1.0795905761675983	0.35031133445412904
2020.251733059101	0.6447976474715221	0.6158802183125471	1.1062130904820329	0.3546073867432262
2020.245487645837	0.6503763228346139	0.6198535321832433	1.102103199557301	0.36601571232500796
2020.2392422325731	0.5670984526176258	0.5414661771908823	0.9607127723115079	0.3156652687390363
2020.2329968193092	0.48709811894715066	0.4653608846051718	0.835030565807575	0.27052349052432145
2020.2267514060452	0.44684011876628904	0.42812946967288684	0.7455008972907862	0.2531576859550545
2020.2205059927812	0.4107126514806069	0.3933273824908188	0.7075903032616561	0.22415915253017174
2020.2142605795173	0.383371443458308	0.36431623131680463	0.6732926584563708	0.20541160875194922
2020.2080151662533	0.323135966396445	0.3071259607742264	0.5836119920928755	0.16338732027655184
2020.2017697529893	0.27992333832190824	0.26449395187951713	0.509969917750953	0.14091931274004696
2020.1955243397254	0.24541119663129407	0.23191224067763042	0.44884783247985166	0.11904136333602455
2020.1892789264614	0.21506459322515967	0.20126756147084796	0.40763819097485576	0.09986761680036282
2020.1830335131974	0.19090105533976498	0.17829349982568168	0.3719643642007046	0.08371223640956829
2020.1767880999334	0.1731246569121523	0.15933307600512675	0.3438335042306522	0.07294124732767217
2020.1705426866695	0.16351541798097902	0.15063244729881903	0.33549737140382335	0.06716806850022104
2020.1642972734055	0.15800466827120468	0.14482589265698848	0.332207938274665	0.06341591127973789
2020.1580518601415	0.1597562749664988	0.14581969603185477	0.3375863585535227	0.06386174426765995
2020.1518064468776	0.13435689967851963	0.12139576360446992	0.29942418637365736	0.0493552550246249
2020.1455610336136	0.1002617094825361	0.08896070929243848	0.23754839789279536	0.03251708989546969
2020.1393156203496	0.07370883261510708	0.06420323142361292	0.1795673368060458	0.02090687766148889
2020.1330702070857	NaN	NaN	NaN	NaN
